iteration,attempt,source,requested_candidates,raw_candidates,parsed_candidates,accepted_candidates,accepted_total_iteration,llm_error_stage,llm_error_type,llm_error_message,llm_json_found,llm_raw_preview,best_score_before,best_score_after,improved,step,model,train_start,train_end,test_start,test_end
10,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
11,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
12,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
13,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
14,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
15,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
16,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
17,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
18,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
19,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
20,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
21,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
22,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
23,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
24,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
25,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
26,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
27,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
28,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
29,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
30,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
31,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
32,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
33,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
34,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
35,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
36,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
37,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
38,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
39,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
40,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
41,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
42,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
43,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
44,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
45,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
46,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
47,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
48,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
49,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,qwen/qwen3.5-35b-a3b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
