iteration,attempt,source,requested_candidates,raw_candidates,parsed_candidates,accepted_candidates,accepted_total_iteration,llm_error_stage,llm_error_type,llm_error_message,llm_json_found,llm_raw_preview,best_score_before,best_score_after,improved,step,model,train_start,train_end,test_start,test_end
10,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
11,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
12,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
13,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
14,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
15,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
16,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
17,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
18,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
19,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
20,1,llm,3,0,0,0,0,invoke_model,RateLimitError,"Error code: 429 - {'error': 'API key monthly spending limit exceeded: 501,12 руб. / 500,00 руб.'}",False,,-0.00849531131453062,-0.00849531131453062,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
21,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""MOEX"":0.25,""IRAO"":0.15,""USD000UTSTOM"":0.15,""MGNT"":0.10}},{""weights"":{""ROSN"":0.25,""ALRS"":0.20,""AFLT"":0.15,""IRAO"":0.15,""VTBR"":0.15,""USD000UTSTOM"":0.10}},{""weights"":{""SBER"":0.25,""LKOH"":0.20,""GMKN"":0.20,""NLMK"":0.15,""MTSS"":0.10,""AFKS"":0.10}}]}",-0.00849531131453062,-0.0009111786006421952,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
22,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.25,""MOEX"":0.20,""IRAO"":0.20,""MGNT"":0.20,""AFLT"":0.15}},{""weights"":{""GAZP"":0.25,""LKOH"":0.20,""ROSN"":0.15,""VTBR"":0.15,""USD000UTSTOM"":0.25}},{""weights"":{""CHMF"":0.20,""NLMK"":0.15,""ALRS"":0.15,""PLZL"":0.15,""PHOR"":0.15,""MAGN"":0.20}}]}",-0.0009111786006421952,-0.0009111786006421952,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
23,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.25,""MOEX"":0.20,""IRAO"":0.20,""USD000UTSTOM"":0.175,""MGNT"":0.075,""AKMB"":0.05,""ASTR"":0.05}},{""weights"":{""SBER"":0.20,""MOEX"":0.18,""IRAO"":0.18,""USD000UTSTOM"":0.15,""MGNT"":0.10,""AFLT"":0.10,""BELU"":0.05,""FLOT"":0.04}},{""weights"":{""GAZP"":0.20,""ROSN"":0.17,""VTBR"":0.15,""USD000UTSTOM"":0.15,""MGNT"":0.10,""CHFRUB_TOM"":0.10,""EUR_RUB__TOM"":0.08,""TMOS"":0.05}}]}",-0.0009111786006421952,-0.0009111786006421952,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
24,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.32,""MOEX"":0.22,""IRAO"":0.18,""MGNT"":0.10,""USD000UTSTOM"":0.10,""ROSN"":0.08}},{""weights"":{""SBER"":0.25,""MOEX"":0.20,""IRAO"":0.20,""VTBR"":0.15,""AFLT"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""SBER"":0.20,""MOEX"":0.18,""IRAO"":0.15,""MGNT"":0.15,""CHFRUB_TOM"":0.12,""EUR_RUB__TOM"":0.10,""FXIT"":0.10}}]}",-0.0009111786006421952,0.03667482791174972,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
25,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"": [{""weights"":{""SBER"":0.35,""MOEX"":0.25,""IRAO"":0.2,""AFLT"":0.1,""USD000UTSTOM"":0.1}},{""weights"":{""SBER"":0.30,""MOEX"":0.20,""IRAO"":0.20,""VTBR"":0.15,""CHMF"":0.10,""MGNT"":0.05}},{""weights"":{""MOEX"":0.25,""IRAO"":0.25,""MGNT"":0.20,""VTBR"":0.15,""USD000UTSTOM"":0.15}}]}",0.03667482791174972,0.04766099564694588,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
26,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"": [{""weights"":{""SBER"":0.35,""MOEX"":0.25,""AFLT"":0.15,""VTBR"":0.15,""USD000UTSTOM"":0.1}},{""weights"":{""SBER"":0.30,""MOEX"":0.20,""IRAO"":0.15,""MGNT"":0.15,""VTBR"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""MOEX"":0.25,""IRAO"":0.20,""MGNT"":0.20,""USD000UTSTOM"":0.20,""EUR_RUB__TOM"":0.15}}]}",0.04766099564694588,0.062221233816241533,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
27,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.30,""MOEX"":0.20,""IRAO"":0.20,""MGNT"":0.15,""USD000UTSTOM"":0.15}},{""weights"":{""SBER"":0.25,""MOEX"":0.20,""IRAO"":0.20,""VTBR"":0.15,""CHMF"":0.10,""MGNT"":0.10}},{""weights"":{""SBER"":0.20,""MOEX"":0.20,""IRAO"":0.20,""LKOH"":0.15,""VTBR"":0.10,""MGNT"":0.15,""USD000UTSTOM"":0.10}}]}",0.062221233816241533,0.062221233816241533,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
28,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"": [{""weights"":{""SBER"":0.32,""MOEX"":0.25,""AFLT"":0.18,""VTBR"":0.15,""USD000UTSTOM"":0.1}}, {""weights"":{""SBER"":0.25,""MOEX"":0.20,""IRAO"":0.18,""MGNT"":0.17,""AFLT"":0.10,""CHMF"":0.10}}, {""weights"":{""MOEX"":0.22,""IRAO"":0.20,""MGNT"":0.18,""USD000UTSTOM"":0.20,""VTBR"":0.20}}]}",0.062221233816241533,0.062221233816241533,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
29,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.25,""MOEX"":0.20,""IRAO"":0.15,""VTBR"":0.15,""MGNT"":0.15,""USD000UTSTOM"":0.10}},{""weights"":{""SBER"":0.20,""GAZP"":0.20,""LKOH"":0.20,""MOEX"":0.20,""IRAO"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""SBER"":0.15,""MOEX"":0.15,""IRAO"":0.15,""MGNT"":0.10,""VKCO"":0.10,""YDEX"":0.10,""FEES"":0.05,""USD000UTSTOM"":0.10,""EUR_RUB__TOM"":0.10}}]}",0.062221233816241533,0.062221233816241533,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
30,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.32,""MOEX"":0.20,""AFLT"":0.15,""IRAO"":0.13,""USD000UTSTOM"":0.20}},{""weights"":{""SBER"":0.28,""MOEX"":0.25,""MGNT"":0.12,""VTBR"":0.15,""IRAO"":0.10,""CHMF"":0.10}},{""weights"":{""MOEX"":0.22,""IRAO"":0.20,""AFLT"":0.12,""VTBR"":0.13,""MGNT"":0.18,""USD000UTSTOM"":0.15}}]}",0.062221233816241533,0.062221233816241533,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
31,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""MOEX"":0.22,""SBER"":0.33,""AFLT"":0.17,""VTBR"":0.13,""USD000UTSTOM"":0.15}},{""weights"":{""SBER"":0.28,""MOEX"":0.18,""IRAO"":0.18,""MGNT"":0.12,""AFLT"":0.10,""VTBR"":0.08,""USD000UTSTOM"":0.06}},{""weights"":{""MOEX"":0.20,""SBER"":0.18,""IRAO"":0.20,""CHMF"":0.15,""VTBR"":0.10,""GAZP"":0.10,""PLZL"":0.07}}]}",0.062221233816241533,0.062221233816241533,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
32,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""MOEX"":0.30,""SBER"":0.35,""AFLT"":0.15,""IRAO"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""MOEX"":0.20,""SBER"":0.25,""AFLT"":0.15,""IRAO"":0.20,""VTBR"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""MOEX"":0.25,""SBER"":0.20,""IRAO"":0.20,""MGNT"":0.15,""VTBR"":0.10,""PLZL"":0.05,""USD000UTSTOM"":0.05}}]}",0.062221233816241533,0.062221233816241533,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
33,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.33,""MOEX"":0.22,""VTBR"":0.15,""IRAO"":0.15,""USD000UTSTOM"":0.15}},{""weights"":{""SBER"":0.25,""MOEX"":0.20,""AFLT"":0.12,""IRAO"":0.20,""MGNT"":0.13,""VTBR"":0.10}},{""weights"":{""MOEX"":0.20,""SBER"":0.20,""GAZP"":0.15,""LKOH"":0.15,""ROSN"":0.10,""NVTK"":0.10,""CHMF"":0.10}}]}",0.062221233816241533,0.062221233816241533,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
34,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.30,""LKOH"":0.20,""MOEX"":0.25,""VTBR"":0.15,""AFLT"":0.10}},{""weights"":{""SBER"":0.25,""MOEX"":0.30,""AFLT"":0.15,""IRAO"":0.15,""MGNT"":0.10,""USD000UTSTOM"":0.05}},{""weights"":{""SBER"":0.20,""MOEX"":0.20,""MGNT"":0.15,""IRAO"":0.15,""VTBR"":0.15,""USD000UTSTOM"":0.15}}]}",0.062221233816241533,0.062221233816241533,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
35,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.30,""GAZP"":0.20,""MOEX"":0.30,""AFLT"":0.10,""VTBR"":0.10}},{""weights"":{""SBER"":0.25,""MOEX"":0.25,""AFLT"":0.15,""IRAO"":0.15,""HYDR"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""MOEX"":0.20,""SBER"":0.15,""IRAO"":0.20,""VTBR"":0.15,""ALRS"":0.10,""PLZL"":0.20}}]}",0.062221233816241533,0.06229874404622744,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
36,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"": [{""weights"":{""MOEX"":0.30,""SBER"":0.30,""VTBR"":0.20,""USD000UTSTOM"":0.20}},{""weights"":{""SBER"":0.30,""MOEX"":0.20,""IRAO"":0.15,""AFLT"":0.10,""PLZL"":0.10,""USD000UTSTOM"":0.15}},{""weights"":{""MOEX"":0.20,""SBER"":0.20,""AFLT"":0.15,""IRAO"":0.15,""ALRS"":0.10,""PLZL"":0.10,""VTBR"":0.10}}]}",0.06229874404622744,0.08184407792421497,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
37,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.25,""MOEX"":0.20,""AFLT"":0.15,""IRAO"":0.15,""USD000UTSTOM"":0.25}},{""weights"":{""SBER"":0.15,""MOEX"":0.15,""AFLT"":0.25,""IRAO"":0.15,""PLZL"":0.10,""VTBR"":0.20}},{""weights"":{""MOEX"":0.30,""SBER"":0.20,""IRAO"":0.15,""US000UTSTOM"":0.15,""CHFRUB_TOM"":0.20}}]}",0.08184407792421497,0.08184407792421497,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
38,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.28,""MOEX"":0.22,""AFLT"":0.15,""VTBR"":0.10,""IRAO"":0.10,""USD000UTSTOM"":0.15}},{""weights"":{""SBER"":0.25,""GAZP"":0.15,""MOEX"":0.18,""PLZL"":0.12,""ALRS"":0.10,""VTBR"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""MOEX"":0.20,""IRAO"":0.18,""AFLT"":0.12,""PLZL"":0.12,""VTBR"":0.10,""CHMF"":0.10,""USD000UTSTOM"":0.18}}]}",0.08184407792421497,0.08184407792421497,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
39,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"": [{""weights"":{""MOEX"":0.25,""SBER"":0.20,""AFLT"":0.25,""IRAO"":0.15,""USD000UTSTOM"":0.15}},{""weights"":{""SBER"":0.20,""VTBR"":0.25,""MOEX"":0.20,""IRAO"":0.15,""PLZL"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""SBER"":0.25,""MOEX"":0.20,""GAZP"":0.15,""LKOH"":0.15,""CHMF"":0.10,""NLMK"":0.15}}]}",0.08184407792421497,0.08184407792421497,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
40,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.25,""MOEX"":0.25,""AFLT"":0.15,""USD000UTSTOM"":0.10,""VTBR"":0.10,""PLZL"":0.10,""CHMF"":0.05}},{""weights"":{""SBER"":0.20,""MOEX"":0.20,""IRAO"":0.15,""AFLT"":0.15,""VTBR"":0.10,""USD000UTSTOM"":0.10,""PLZL"":0.05,""CHMF"":0.05}},{""weights"":{""SBER"":0.25,""VTBR"":0.15,""MOEX"":0.20,""IRAO"":0.10,""PLZL"":0.10,""USD000UTSTOM"":0.10,""ALRS"":0.05,""TECH"":0.05}}]}",0.08184407792421497,0.08184407792421497,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
41,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.30,""MOEX"":0.20,""VTBR"":0.20,""IRAO"":0.15,""PLZL"":0.15}},{""weights"":{""SBER"":0.25,""MOEX"":0.15,""AFLT"":0.20,""IRAO"":0.15,""USD000UTSTOM"":0.15,""PLZL"":0.10}},{""weights"":{""SBER"":0.20,""MOEX"":0.15,""IRAO"":0.15,""VTBR"":0.15,""PLZL"":0.10,""AFLT"":0.10,""GAZP"":0.15}}]}",0.08184407792421497,0.0976125903211084,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
42,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.28,""MOEX"":0.22,""VTBR"":0.18,""AFLT"":0.12,""PLZL"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""SBER"":0.25,""MOEX"":0.20,""IRAO"":0.15,""PLZL"":0.12,""VTBR"":0.13,""SBERP"":0.08,""NLMK"":0.07}},{""weights"":{""MOEX"":0.20,""SBER"":0.18,""VTBR"":0.15,""PLZL"":0.12,""IRAO"":0.10,""PHOR"":0.08,""LKOH"":0.07,""GMKN"":0.10}}]}",0.0976125903211084,0.0976125903211084,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
43,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.26,""MOEX"":0.22,""VTBR"":0.18,""AFLT"":0.12,""PLZL"":0.10,""USD000UTSTOM"":0.12}},{""weights"":{""SBER"":0.20,""MOEX"":0.18,""VTBR"":0.15,""IRAO"":0.12,""PLZL"":0.10,""CHMF"":0.10,""MAGN"":0.08,""NLMK"":0.07}},{""weights"":{""MOEX"":0.22,""AFLT"":0.18,""USD000UTSTOM"":0.15,""IRAO"":0.12,""PLZL"":0.10,""FEES"":0.10,""TATN"":0.08,""PHOR"":0.05}}]}",0.0976125903211084,0.0976125903211084,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
44,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.25,""MOEX"":0.25,""AFLT"":0.15,""PLZL"":0.15,""USD000UTSTOM"":0.20}},{""weights"":{""SBER"":0.20,""MOEX"":0.20,""IRAO"":0.15,""VTBR"":0.15,""PLZL"":0.10,""AFLT"":0.10,""PHOR"":0.10,""USD000UTSTOM"":0.10}},{""weights"":{""MOEX"":0.25,""VTBR"":0.15,""PLZL"":0.15,""IRAO"":0.15,""PHOR"":0.10,""ALRS"":0.10,""GMKN"":0.10}}]}",0.0976125903211084,0.10270374228229624,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
45,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""MOEX"":0.25,""AFLT"":0.15,""IRAO"":0.10,""USD000UTSTOM"":0.15}},{""weights"":{""SBER"":0.30,""VTBR"":0.25,""MOEX"":0.15,""PLZL"":0.10,""IRAO"":0.10,""PHOR"":0.10}},{""weights"":{""SBER"":0.20,""MOEX"":0.20,""VTBR"":0.15,""GAZP"":0.12,""IRAO"":0.12,""USD000UTSTOM"":0.11,""PHOR"":0.10}}]}",0.10270374228229624,0.10270374228229624,False,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
46,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.22,""MOEX"":0.22,""VTBR"":0.18,""AFLT"":0.15,""PLZL"":0.10,""USD000UTSTOM"":0.13}},{""weights"":{""SBER"":0.20,""MOEX"":0.18,""PLZL"":0.15,""PHOR"":0.12,""IRAO"":0.10,""AFLT"":0.10,""USD000UTSTOM"":0.15}},{""weights"":{""VTBR"":0.30,""MOEX"":0.25,""IRAO"":0.15,""PLZL"":0.12,""PHOR"":0.08,""AFLT"":0.10}}]}",0.10270374228229624,0.10958404196928996,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
47,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.22,""MOEX"":0.2,""PLZL"":0.15,""AFLT"":0.13,""USD000UTSTOM"":0.15,""PHOR"":0.08,""IRAO"":0.07}},{""weights"":{""SBER"":0.25,""MOEX"":0.2,""PLZL"":0.12,""VTBR"":0.18,""AFLT"":0.1,""IRAO"":0.05,""USD000UTSTOM"":0.1}},{""weights"":{""SBER"":0.15,""MOEX"":0.15,""PLZL"":0.12,""PHOR"":0.12,""IRAO"":0.12,""AFLT"":0.12,""VTBR"":0.1,""USD000UTSTOM"":0.12,""CBOM"":0.02}}]}",0.10958404196928996,0.11041403662486998,True,99,mistralai/mistral-small-2603,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
