iteration,attempt,source,requested_candidates,raw_candidates,parsed_candidates,accepted_candidates,accepted_total_iteration,llm_error_stage,llm_error_type,llm_error_message,llm_json_found,llm_raw_preview,best_score_before,best_score_after,improved,step,model,train_start,train_end,test_start,test_end
10,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.20,""FXIT"":0.30,""IRAO"":0.25,""MOEX"":0.15,""FXUS"":0.10}},{""weights"":{""SBER"":0.20,""FXIT"":0.20,""IRAO"":0.20,""MOEX"":0.20,""FXUS"":0.20}},{""weights"":{""SBER"":0.12,""FXIT"":0.12,""IRAO"":0.12,""MOEX"":0.12,""FXUS"":0.10,""FXMM"":0.10,""USD000UTSTOM"":0.10,""EUR_RUB__TOM"":0.08,""TATN"":0.06,""NVTK"":0.08}}]}",0.048762528903442764,0.048762528903442764,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
11,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.25,""FXIT"":0.25,""IRAO"":0.25,""MOEX"":0.25}},{""weights"":{""SBER"":0.2,""FXIT"":0.2,""IRAO"":0.2,""MOEX"":0.2,""FXUS"":0.2}},{""weights"":{""FXIT"":0.15,""FXUS"":0.15,""IRAO"":0.15,""MOEX"":0.15,""USD000UTSTOM"":0.125,""FXMM"":0.125,""SBER"":0.15}}]}",0.048762528903442764,0.048762528903442764,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
12,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.20,""FXIT"":0.35,""IRAO"":0.20,""MOEX"":0.25}},{""weights"":{""SBER"":0.20,""FXIT"":0.20,""IRAO"":0.20,""MOEX"":0.20,""FXUS"":0.20}},{""weights"":{""SBER"":0.15,""MOEX"":0.15,""GAZP"":0.10,""LKOH"":0.10,""ASTR"":0.10,""ENPG"":0.20,""SPBE"":0.20}}]}",0.048762528903442764,0.048762528903442764,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
13,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""FXIT"":0.25,""FXUS"":0.15,""IRAO"":0.15,""SBER"":0.2,""FXMM"":0.1,""USD000UTSTOM"":0.15}},{""weights"":{""SBER"":0.22,""IRAO"":0.18,""FXIT"":0.15,""FXUS"":0.15,""MOEX"":0.15,""FXMM"":0.1,""USD000UTSTOM"":0.05}},{""weights"":{""FXUS"":0.3,""FXIT"":0.2,""IRAO"":0.15,""MOEX"":0.15,""SBER"":0.1}}]}",0.048762528903442764,0.048762528903442764,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
14,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.4,""FXIT"":0.25,""IRAO"":0.18,""MOEX"":0.17}},{""weights"":{""SBER"":0.2,""FXIT"":0.2,""IRAO"":0.2,""MOEX"":0.2,""FXUS"":0.2}},{""weights"":{""SBER"":0.16,""FXIT"":0.14,""IRAO"":0.14,""MOEX"":0.14,""FXUS"":0.14,""FXMM"":0.14,""USD000UTSTOM"":0.14}}]}",0.048762528903442764,0.048762528903442764,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
15,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.30,""FXIT"":0.25,""IRAO"":0.20,""FXUS"":0.15,""MOEX"":0.10}},{""weights"":{""SBER"":0.25,""FXIT"":0.20,""IRAO"":0.20,""MOEX"":0.15,""FXUS"":0.10,""FXMM"":0.10}},{""weights"":{""MOEX"":0.23,""SBER"":0.20,""FXUS"":0.18,""IRAO"":0.15,""FXIT"":0.12,""FXMM"":0.07,""USD000UTSTOM"":0.05}}]}",0.048762528903442764,0.048762528903442764,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
16,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.4,""FXIT"":0.4,""IRAO"":0.1,""FXUS"":0.1}},{""weights"":{""SBER"":0.25,""FXIT"":0.25,""IRAO"":0.25,""MOEX"":0.25}},{""weights"":{""SBER"":0.2,""FXIT"":0.2,""IRAO"":0.2,""MOEX"":0.2,""GAZP"":0.1,""LKOH"":0.1}}]}",0.048762528903442764,0.04986009865752395,True,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
17,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.30,""FXIT"":0.25,""IRAO"":0.15,""FXUS"":0.20}},{""weights"":{""SBER"":0.25,""FXIT"":0.20,""IRAO"":0.20,""MOEX"":0.15,""FXUS"":0.20}},{""weights"":{""SBER"":0.20,""FXIT"":0.15,""IRAO"":0.15,""FXUS"":0.15,""FXCN"":0.20,""FXMM"":0.15}}]}",0.04986009865752395,0.04986009865752395,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
18,1,llm,3,0,0,0,0,validate_response,InvalidCandidateBatch,: Input should be a valid dictionary or instance of PortfolioCandidateBatch,False,"{""candidates"":[{""weights"":{""SBER"":0.3,""FXIT"":0.35,""IRAO"":0.2,""MOEX"":0.1}},{""weights"":{""SBER"":0.25,""FXIT"":0.25,""IRAO"":0.2,""MOEX"":0.15,""FXUS"":0.15}},{""weights"":{""SBER"":0.2,""FXIT"":0.2,""IRAO"":0.15,""MOEX"":0.15,""FXUS"":0.15,""FXMM"":0.15}}]",0.04986009865752395,0.04986009865752395,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
19,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.45,""IRAO"":0.10,""FXUS"":0.10}},{""weights"":{""SBER"":0.25,""FXIT"":0.25,""IRAO"":0.20,""MOEX"":0.20,""FXUS"":0.10}},{""weights"":{""SBER"":0.20,""FXIT"":0.15,""IRAO"":0.15,""FXUS"":0.10,""MOEX"":0.10,""FXMM"":0.10,""FXCN"":0.10}}]}",0.04986009865752395,0.04986009865752395,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
20,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.30,""IRAO"":0.20,""FXUS"":0.15}},{""weights"":{""SBER"":0.30,""FXIT"":0.25,""IRAO"":0.20,""MOEX"":0.15,""FXUS"":0.10}},{""weights"":{""SBER"":0.13,""FXIT"":0.13,""IRAO"":0.13,""FXUS"":0.11,""MOEX"":0.10,""GAZP"":0.10,""LKOH"":0.10,""TATN"":0.10,""RUAL"":0.07,""NVTK"":0.03}}]}",0.04986009865752395,0.04986009865752395,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
21,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.30,""IRAO"":0.15,""GAZP"":0.10,""FXUS"":0.10}},{""weights"":{""SBER"":0.30,""FXIT"":0.25,""IRAO"":0.15,""MOEX"":0.15,""FXUS"":0.15}},{""weights"":{""SBER"":0.25,""FXIT"":0.20,""IRAO"":0.15,""MOEX"":0.20,""FXUS"":0.20}}]}",0.04986009865752395,0.04986009865752395,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
22,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.4,""FXIT"":0.35,""IRAO"":0.2,""FXUS"":0.05}},{""weights"":{""SBER"":0.35,""FXIT"":0.3,""IRAO"":0.15,""MOEX"":0.1,""FXUS"":0.1}},{""weights"":{""FXUS"":0.5,""FXCN"":0.25,""FXMM"":0.15,""SBER"":0.1}}]}",0.04986009865752395,0.04986009865752395,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
23,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.4,""FXIT"":0.3,""FXUS"":0.3}},{""weights"":{""SBER"":0.25,""FXIT"":0.25,""IRAO"":0.15,""FXUS"":0.15,""MOEX"":0.2}},{""weights"":{""SBER"":0.3,""FXIT"":0.2,""FXUS"":0.2,""GAZP"":0.15,""LKOH"":0.15}}]}",0.04986009865752395,0.05269793053600664,True,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
24,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.25,""FXUS"":0.25,""IRAO"":0.15}},{""weights"":{""SBER"":0.2,""FXIT"":0.2,""FXUS"":0.2,""IRAO"":0.2,""MOEX"":0.2}},{""weights"":{""SBER"":0.1,""FXIT"":0.1,""FXUS"":0.1,""IRAO"":0.1,""MOEX"":0.1,""GAZP"":0.1,""LKOH"":0.1,""YDEX"":0.1,""TATN"":0.1,""ASTR"":0.1}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
25,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""IRAO"":0.25,""MOEX"":0.20,""GAZP"":0.20}},{""weights"":{""SBER"":0.25,""IRAO"":0.20,""MOEX"":0.20,""GAZP"":0.15,""LKOH"":0.10,""NVTK"":0.10}},{""weights"":{""SBER"":0.15,""IRAO"":0.15,""MOEX"":0.15,""GAZP"":0.10,""LKOH"":0.10,""NVTK"":0.10,""SPBE"":0.10,""ENPG"":0.10}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
26,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.4,""FXUS"":0.2,""IRAO"":0.05}} ,{""weights"":{""SBER"":0.25,""FXIT"":0.25,""FXUS"":0.25,""IRAO"":0.25}} ,{""weights"":{""SBER"":0.2,""FXIT"":0.2,""FXUS"":0.2,""IRAO"":0.2,""MOEX"":0.2}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
27,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""FXIT"":0.35,""SBER"":0.25,""FXUS"":0.15,""IRAO"":0.15,""MOEX"":0.1}},{""weights"":{""SBER"":0.3,""FXIT"":0.25,""FXUS"":0.25,""IRAO"":0.2}},{""weights"":{""SBER"":0.2,""FXIT"":0.15,""FXUS"":0.15,""IRAO"":0.1,""MOEX"":0.1,""GAZP"":0.1,""LKOH"":0.1,""ROSN"":0.1}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
28,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.4,""FXIT"":0.3,""FXUS"":0.2,""IRAO"":0.1}},{""weights"":{""SBER"":0.25,""FXIT"":0.25,""FXUS"":0.15,""IRAO"":0.15,""MOEX"":0.20}},{""weights"":{""SBER"":0.2,""FXIT"":0.2,""FXUS"":0.2,""IRAO"":0.15,""MOEX"":0.15,""GAZP"":0.1,""LKOH"":0.1}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
29,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""FXIT"":0.4,""FXUS"":0.3,""SBER"":0.2,""IRAO"":0.1}},{""weights"":{""FXIT"":0.3,""FXUS"":0.25,""SBER"":0.2,""IRAO"":0.15,""MOEX"":0.1}},{""weights"":{""FXIT"":0.15,""FXUS"":0.15,""SBER"":0.15,""IRAO"":0.15,""MOEX"":0.1,""GAZP"":0.1,""LKOH"":0.1,""TATN"":0.1}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
30,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.35,""FXUS"":0.2}},{""weights"":{""SBER"":0.25,""FXIT"":0.25,""FXUS"":0.25,""IRAO"":0.25}},{""weights"":{""SBER"":0.125,""FXIT"":0.125,""FXUS"":0.125,""IRAO"":0.125,""MOEX"":0.125,""GAZP"":0.125,""LKOH"":0.125,""SNGS"":0.125}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
31,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""FXIT"":0.4,""SBER"":0.35,""FXUS"":0.25}},{""weights"":{""SBER"":0.25,""FXIT"":0.25,""FXUS"":0.20,""IRAO"":0.15,""MOEX"":0.15}},{""weights"":{""SBER"":0.18,""FXIT"":0.18,""FXUS"":0.18,""IRAO"":0.12,""MOEX"":0.12,""NVTK"":0.10}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
32,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.30,""FXUS"":0.25,""IRAO"":0.10}},{""weights"":{""SBER"":0.30,""FXIT"":0.30,""FXUS"":0.25,""IRAO"":0.15}},{""weights"":{""SBER"":0.20,""FXIT"":0.20,""FXUS"":0.20,""IRAO"":0.20,""MOEX"":0.20}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
33,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.35,""FXUS"":0.25,""IRAO"":0.05}},{""weights"":{""SBER"":0.2,""FXIT"":0.2,""FXUS"":0.2,""IRAO"":0.2,""MOEX"":0.2}},{""weights"":{""SBER"":0.1,""GAZP"":0.1,""LKOH"":0.1,""NVTK"":0.1,""TATN"":0.1,""RUAL"":0.1,""MOEX"":0.1,""FXUS"":0.2}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
34,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.2,""FXIT"":0.4,""FXUS"":0.3,""IRAO"":0.1}},{""weights"":{""FXIT"":0.25,""FXUS"":0.25,""SBER"":0.25,""IRAO"":0.1,""MOEX"":0.15}},{""weights"":{""SBER"":0.15,""IRAO"":0.15,""MOEX"":0.15,""GAZP"":0.15,""LKOH"":0.1,""NLMK"":0.1,""CHMF"":0.1}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
35,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.38,""FXIT"":0.35,""FXUS"":0.27}},{""weights"":{""SBER"":0.32,""FXIT"":0.34,""FXUS"":0.34}},{""weights"":{""SBER"":0.2,""FXIT"":0.2,""FXUS"":0.2,""IRAO"":0.2,""MOEX"":0.2}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
36,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.4,""FXIT"":0.35,""FXUS"":0.25}},{""weights"":{""SBER"":0.35,""FXIT"":0.3,""FXUS"":0.2,""IRAO"":0.15}},{""weights"":{""SBER"":0.15,""FXIT"":0.15,""FXUS"":0.15,""IRAO"":0.1,""CHMF"":0.1,""NLMK"":0.1,""GAZP"":0.2}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
37,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.4,""FXIT"":0.3,""FXUS"":0.3}},{""weights"":{""SBER"":0.3,""FXIT"":0.3,""FXUS"":0.2,""IRAO"":0.2}},{""weights"":{""SBER"":0.17,""FXIT"":0.17,""FXUS"":0.17,""IRAO"":0.15,""MOEX"":0.15,""GAZP"":0.15}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
38,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""FXIT"":0.5,""SBER"":0.3,""FXUS"":0.2}},{""weights"":{""SBER"":0.3,""FXIT"":0.3,""FXUS"":0.3,""IRAO"":0.1}},{""weights"":{""SBER"":0.4,""FXIT"":0.2,""FXUS"":0.2,""IRAO"":0.1,""MOEX"":0.1}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
39,1,llm,3,3,3,3,3,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.4,""FXIT"":0.4,""FXUS"":0.2}},{""weights"":{""SBER"":0.3,""FXIT"":0.25,""FXUS"":0.2,""IRAO"":0.15,""MOEX"":0.1}},{""weights"":{""SBER"":0.15,""FXIT"":0.15,""FXUS"":0.15,""IRAO"":0.1,""MOEX"":0.1,""GAZP"":0.1,""LKOH"":0.1,""ENPG"":0.15}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
40,1,llm,3,3,3,2,2,parse_response,,,True,"{""candidates"":[{""weights"":{""SBER"":0.35,""FXIT"":0.35,""FXUS"":0.30}},{""weights"":{""SBER"":0.25,""FXIT"":0.25,""FXUS"":0.15,""IRAO"":0.15,""MOEX"":0.20}},{""weights"":{""FXIT"":0.40,""FXUS"":0.40,""SBER"":0.10,""IRAO"":0.10}}]}",0.05269793053600664,0.05269793053600664,False,99,openai/gpt-oss-20b,2024-03-27 00:00:00,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-17 00:00:00
